"legacy_cartera_id","id_cartera","id_sucursal","id_cliente","id_vendedor","id_territorio","autorizaok","fecha","dias_cre","concepto","cuota","monto","valorinteres","montototal","abono","saldo","tasa","procesa","trabajo","tipo","quien","atraso","incobrable","id_actividad","proceso","creadoel","creadopor","creadoen","modificadoel","modificadopor","modificadoen","ad_org_id","ad_client_id","isactive","created","createdby","updated","updatedby","synced","local_id","c_bpartner_id","origen","aprobado","masterkey","syncedtocloud","payment_id","coords","minilog","consecutivo","carterastatus","anticipado"
"10624046","29387056654929013",NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:10:04",30,"MODO-02","153.30","4000.0","600.00","4600.0","0.0","4600.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:10:04",NULL,NULL,NULL,NULL,NULL,"1000012","1000000","Y","2025-10-01 12:10:04","1000110","2025-10-03 14:40:50.056","1000004","Y","1967090","1041780","native","Y","2e4c93e4-60df-52cf-bed7-66a94bf327a4","Y","6916867","13.0502803|-86.5870101|317.70001220703125|20.0",NULL,NULL,"VALIDO",NULL
"10624045","18838583286919291",NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:09:15",30,"MODO-02","115.00","3000.0","450.00","3450.0","0.0","3450.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:09:15",NULL,NULL,NULL,NULL,NULL,"1000022","1000000","Y","2025-10-01 12:09:15","1000174","2025-10-03 14:40:48.846","1000004","Y","1967089","1051823","native","Y","de920dc1-5944-5e32-8e19-c0e89ebb556e","Y","6916866","12.430935|-86.8880517|89.5|11.699999809265137",NULL,NULL,"VALIDO",NULL
"10624044","21978330785415034",NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:09:06",30,"MODO-02","383.30","10000.0","1500.00","11500.0","0.0","11500.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:09:06",NULL,NULL,NULL,NULL,NULL,"1000005","1000000","Y","2025-10-01 12:09:06","1000061","2025-10-03 14:40:47.727","1000004","Y","1967088","1006178","native","Y","09abde54-0e65-50d1-81d4-7efec2907886","Y","6916865","12.0490399|-84.9888847|331.70001220703125|6.545000076293945",NULL,NULL,"VALIDO",NULL
"10624043","18836823944765518",NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:05:33",30,"MODO-02","115.00","3000.0","450.00","3450.0","0.0","3450.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 12:05:33",NULL,NULL,NULL,NULL,NULL,"1000022","1000000","Y","2025-10-01 12:05:33","1000174","2025-10-03 14:40:46.591","1000004","Y","1967087","1052400","native","Y","511fd744-291b-5fbe-ab58-73814fbb53e1","Y","6916864","12.4309196|-86.8881661|89.5|15.182000160217285",NULL,NULL,"VALIDO",NULL
"10624042","18835064614155409",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:59:00",30,"MODO-02","115.00","3000.0","450.00","3450.0","0.0","3450.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:59:00",NULL,NULL,NULL,NULL,NULL,"1000022","1000000","Y","2025-10-01 11:59:00","1000117","2025-10-03 14:40:45.513","1000004","Y","1967086","1051573","native","Y","56b28bb9-d066-5003-a238-23a5ca8ee357","Y","6916863","12.5830168|-87.0255011|104.4000015258789|49.51100158691406",NULL,NULL,"VALIDO",NULL
"10624041","39294176596785360",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:51:48",23,"MODO-02","150.00","3000.0","450.00","3450.0","0.0","3450.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:51:48",NULL,NULL,NULL,NULL,NULL,"1000003","1000000","Y","2025-10-01 11:51:48","1000097","2025-10-03 14:40:44.445","1000004","Y","1967085","1039650","native","Y","20c0df51-7e10-5263-ac94-46bb22278b3b","Y","6916862","12.12049|-86.274655|148.8000030517578|13.699999809265137",NULL,NULL,"VALIDO",NULL
"10624040","35143562061615605",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:41:04",23,"MODO-02","350.00","7000.0","1050.00","8050.0","0.0","8050.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:41:04",NULL,NULL,NULL,NULL,NULL,"1000026","1000000","Y","2025-10-01 11:41:04","1000120","2025-10-03 14:40:43.418","1000004","Y","1967084","1050398","native","Y","d5c425c8-1733-56fb-a018-999f42f52339","Y","6916861","11.5640389|-85.5779542|76.69999694824219|16.0",NULL,NULL,"VALIDO",NULL
"10624039","17149132953710635",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:40:13",30,"MODO-02","191.70","5000.0","750.00","5750.0","0.0","5750.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:40:13",NULL,NULL,NULL,NULL,NULL,"1000002","1000000","Y","2025-10-01 11:40:13","1000092","2025-10-03 14:40:42.232","1000004","Y","1967083","1037137","native","Y","6f4456cc-202a-5efc-9ea1-fbb611bfb0f3","Y","6916860","13.7769912|-85.4009492|249.50001525878906|18.990999221801758",NULL,NULL,"VALIDO",NULL
"10624038","21976571443271032",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:39:33",30,"MODO-02","153.30","4000.0","600.00","4600.0","0.0","4600.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:39:33",NULL,NULL,NULL,NULL,NULL,"1000005","1000000","Y","2025-10-01 11:39:33","1000060","2025-10-03 14:40:41.038","1000004","Y","1967082","1028430","native","Y","301a8d07-9195-5113-b652-f0df872742c0","Y","6916859","12.0937123|-85.3598017|81.69999694824219|5.763999938964844",NULL,NULL,"VALIDO",NULL
"10624037","29387056653084124",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:39:19",30,"MODO-02","153.30","4000.0","600.00","4600.0","0.0","4600.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:39:19",NULL,NULL,NULL,NULL,NULL,"1000012","1000000","Y","2025-10-01 11:39:19","1000114","2025-10-03 14:40:39.777","1000004","Y","1967081","1042234","native","Y","9702ed0a-78da-5bb4-a3c9-5e9ee89ae624","Y","6916858","13.3510149|-85.9449612|402.70001220703125|12.821000099182129",NULL,NULL,"VALIDO",NULL
"10624036","13152038355684320",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:37:18",23,"MODO-02","200.00","4000.0","600.00","4600.0","0.0","4600.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:37:18",NULL,NULL,NULL,NULL,NULL,"1000016","1000000","Y","2025-10-01 11:37:18","1000020","2025-10-03 14:40:38.658","1000004","Y","1967080","1023262","native","Y","2be014bb-2069-531d-b750-b2d46e9bdd91","Y","6916857","14.0778638|-83.4032389|27.600000381469727|10.5",NULL,NULL,"VALIDO",NULL
"10624035","13150279015447171",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:36:00",23,"MODO-02","500.00","10000.0","1500.00","11500.0","0.0","11500.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:36:00",NULL,NULL,NULL,NULL,NULL,"1000016","1000000","Y","2025-10-01 11:36:00","1000020","2025-10-03 14:40:37.531","1000004","Y","1967079","1023526","native","Y","8328dac6-4a6a-5acd-8cb7-8dffaa32cef4","Y","6916856","14.0779251|-83.4034106|27.600000381469727|20.1299991607666",NULL,NULL,"VALIDO",NULL
"10624034","24308910536578400",NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:35:38",30,"MODO-02","498.30","13000.0","1950.00","14950.0","0.0","14950.0","0.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-10-01 11:35:38",NULL,NULL,NULL,NULL,NULL,"1000018","1000000","Y","2025-10-01 11:35:38","1000102","2025-10-03 14:40:36.395","1000004","Y","1967078","1039175","native","Y","788f6681-2b6f-511a-9b38-12ccd6958c18","Y","6916855","12.2419766|-83.7438005|38.79999923706055|73.4800033569336",NULL,NULL,"VALIDO",NULL
